,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
17782,-121.83,37.37,43,821,149.0,370,135,4.25,<1H OCEAN,209100
17783,-121.83,37.37,43,1461,284.0,800,258,3.2279,<1H OCEAN,182400
17784,-121.84,37.37,42,1237,232.0,900,241,3.8571,<1H OCEAN,187500
17785,-121.84,37.37,28,1579,339.0,1252,353,4.1615,<1H OCEAN,214800
17786,-121.82,37.37,40,802,149.0,445,143,4.0446,<1H OCEAN,196300
17787,-121.83,37.36,29,4045,885.0,3036,845,3.1982,<1H OCEAN,171700
17788,-121.83,37.36,22,3936,860.0,3508,877,4.2312,<1H OCEAN,183800
17789,-121.83,37.35,31,2914,715.0,3547,645,3.7143,<1H OCEAN,178600
17790,-121.82,37.37,41,1558,281.0,970,304,4.4167,<1H OCEAN,215200
17791,-121.81,37.37,26,2987,539.0,1931,518,5.1099,<1H OCEAN,213100
17792,-121.82,37.36,33,1624,337.0,1412,323,4.0385,<1H OCEAN,167600
17793,-121.82,37.36,34,1834,377.0,1450,347,3.7188,<1H OCEAN,161500
17794,-121.82,37.37,42,2913,577.0,1873,580,3.7214,<1H OCEAN,167900
17795,-121.81,37.39,34,2218,286.0,827,299,7.4559,<1H OCEAN,456500
17796,-121.82,37.39,37,4137,636.0,1569,578,6.1008,<1H OCEAN,286200
17797,-121.82,37.38,32,3747,665.0,1687,649,5.4949,<1H OCEAN,330800
17798,-121.81,37.38,29,570,76.0,244,72,12.3292,<1H OCEAN,416700
17799,-121.82,37.38,32,1650,246.0,768,263,6.8462,<1H OCEAN,320900
17800,-121.81,37.37,24,962,146.0,492,155,7.2861,<1H OCEAN,328000
17801,-121.79,37.38,22,3650,527.0,1637,520,5.3774,<1H OCEAN,325600
17802,-121.81,37.36,20,3189,420.0,1234,389,7.5813,<1H OCEAN,374100
17803,-121.87,37.39,9,2522,547.0,1591,481,4.9091,<1H OCEAN,259700
17804,-121.87,37.39,16,2655,487.0,1862,448,6.057,<1H OCEAN,246800
17805,-121.87,37.38,16,1050,245.0,722,228,4.5187,<1H OCEAN,163500
17806,-121.87,37.38,16,3275,529.0,1863,527,5.5429,<1H OCEAN,269100
17807,-121.88,37.39,13,3334,565.0,2240,561,7.105,<1H OCEAN,273900
17808,-121.87,37.41,17,3719,588.0,2089,561,6.7867,<1H OCEAN,273700
17809,-121.87,37.4,16,1767,268.0,1061,280,6.9584,<1H OCEAN,351600
17810,-121.86,37.4,19,4043,764.0,2196,708,6.1504,<1H OCEAN,268400
17811,-121.87,37.39,16,1334,389.0,1103,415,3.7153,<1H OCEAN,229800
17812,-121.86,37.39,17,1777,328.0,1235,329,5.4225,<1H OCEAN,258100
17813,-121.85,37.39,15,8748,1547.0,4784,1524,5.8322,<1H OCEAN,276600
17814,-121.82,37.42,13,3752,572.0,1581,526,6.1091,<1H OCEAN,329400
17815,-121.81,37.41,25,2496,351.0,1034,367,7.0544,<1H OCEAN,320700
17816,-121.84,37.4,25,1866,271.0,840,275,6.8677,<1H OCEAN,288500
17817,-121.83,37.4,27,1145,150.0,492,160,5.716,<1H OCEAN,348300
17818,-121.9,37.4,16,2998,603.0,1606,615,3.7622,<1H OCEAN,150000
17819,-121.9,37.39,42,42,14.0,26,14,1.7361,<1H OCEAN,500001
17820,-121.9,37.37,20,78,72.0,120,69,1.0938,<1H OCEAN,187500
17821,-121.88,37.37,14,6016,1404.0,3258,1316,3.5745,<1H OCEAN,333700
17822,-121.87,37.38,14,3851,534.0,2052,478,7.0735,<1H OCEAN,335600
17823,-121.86,37.38,15,2052,405.0,1380,409,5.8686,<1H OCEAN,181100
17824,-121.89,37.39,2,1136,365.0,535,257,4.375,<1H OCEAN,425000
17825,-121.88,37.4,9,6751,,4240,1438,5.34,<1H OCEAN,257400
17826,-121.89,37.38,3,4778,1047.0,2522,990,5.7695,<1H OCEAN,271400
17827,-121.88,37.37,3,4430,841.0,2559,801,6.0959,<1H OCEAN,272700
17828,-121.86,37.4,16,2391,369.0,1419,373,5.8721,<1H OCEAN,267800
17829,-121.86,37.4,21,1386,260.0,946,257,6.5226,<1H OCEAN,258500
17830,-121.85,37.41,25,1837,278.0,1006,271,6.6842,<1H OCEAN,265300
17831,-121.85,37.4,23,1793,319.0,1145,310,5.5968,<1H OCEAN,243200
17832,-121.86,37.41,16,2938,589.0,1718,568,5.5073,<1H OCEAN,178900
17833,-121.85,37.41,17,2156,435.0,1400,393,5.6096,<1H OCEAN,199100
17834,-121.86,37.41,16,1603,287.0,1080,296,6.1256,<1H OCEAN,266900
17835,-121.86,37.41,16,1489,262.0,945,263,7.3861,<1H OCEAN,267000
17836,-121.86,37.41,16,2411,420.0,1671,442,6.5004,<1H OCEAN,263600
17837,-121.9,37.44,12,4228,734.0,2594,732,6.6086,<1H OCEAN,299400
17838,-121.9,37.44,4,1646,408.0,853,410,5.0821,<1H OCEAN,265500
17839,-121.9,37.44,9,957,139.0,532,142,8.6675,<1H OCEAN,441000
17840,-121.89,37.44,8,2534,,1527,364,7.8532,<1H OCEAN,422800
17841,-121.88,37.43,17,3469,896.0,2762,808,3.3884,<1H OCEAN,245800
17842,-121.88,37.43,31,2573,474.0,1898,475,5.6651,<1H OCEAN,204100
17843,-121.87,37.43,22,3805,596.0,2118,621,6.2892,<1H OCEAN,254200
17844,-121.85,37.44,8,426,61.0,241,55,7.309,<1H OCEAN,367900
17845,-121.87,37.42,19,12128,2112.0,6810,2040,6.4419,<1H OCEAN,264500
17846,-121.87,37.41,24,3308,548.0,1891,544,5.6683,<1H OCEAN,248700
17847,-121.88,37.41,23,3224,652.0,2183,655,4.3807,<1H OCEAN,226900
17848,-121.86,37.42,20,5032,808.0,2695,801,6.6227,<1H OCEAN,264800
17849,-121.87,37.42,25,4430,729.0,2685,721,5.6965,<1H OCEAN,261100
17850,-121.88,37.44,17,1621,299.0,1028,293,5.2722,<1H OCEAN,186900
17851,-121.88,37.44,20,1351,372.0,1427,394,4.4712,<1H OCEAN,144000
17852,-121.88,37.44,26,1471,348.0,1089,320,5.3057,<1H OCEAN,226400
17853,-121.88,37.44,23,1310,267.0,910,261,5.3994,<1H OCEAN,237900
17854,-121.89,37.46,5,1519,186.0,705,186,10.3798,<1H OCEAN,500001
17855,-121.88,37.46,5,1819,245.0,802,228,10.9722,<1H OCEAN,500001
17856,-121.89,37.45,15,2428,513.0,1687,519,4.75,<1H OCEAN,254400
17857,-121.88,37.44,14,2073,343.0,1107,330,6.7093,<1H OCEAN,311200
17858,-121.87,37.46,43,91,12.0,58,16,15.0001,<1H OCEAN,500001
17859,-121.9,37.46,29,2385,513.0,1788,510,3.8421,<1H OCEAN,220700
17860,-121.91,37.46,26,2762,496.0,1716,459,5.6062,<1H OCEAN,226800
17861,-121.9,37.45,18,4900,814.0,2984,758,6.6176,<1H OCEAN,276200
17862,-121.9,37.45,16,2952,446.0,1525,460,5.6063,<1H OCEAN,320500
17863,-121.91,37.42,19,1684,387.0,1224,376,4.1389,<1H OCEAN,174100
17864,-121.9,37.41,24,4759,921.0,3188,902,5.6344,<1H OCEAN,228700
17865,-121.89,37.42,26,40,8.0,52,7,7.7197,<1H OCEAN,225000
17866,-121.92,37.45,10,3937,1054.0,2032,1002,3.2617,<1H OCEAN,252200
17867,-121.91,37.44,26,1669,276.0,951,278,4.7794,<1H OCEAN,225800
17868,-121.91,37.44,19,2174,484.0,1645,484,5.0362,<1H OCEAN,255100
17869,-121.91,37.44,24,1212,251.0,799,242,5.0808,<1H OCEAN,212500
17870,-121.91,37.43,33,2791,496.0,1714,485,4.8304,<1H OCEAN,224900
17871,-122.07,37.44,21,4599,986.0,2756,943,2.9817,NEAR BAY,225000
17872,-121.96,37.43,18,2514,578.0,2205,545,3.3859,<1H OCEAN,158000
17873,-121.97,37.44,17,127,28.0,219,22,4.5179,<1H OCEAN,112500
17874,-121.99,37.4,24,3217,689.0,1196,684,3.4896,<1H OCEAN,226700
17875,-121.99,37.4,35,1845,325.0,1343,317,5.3912,<1H OCEAN,235300
17876,-121.99,37.39,25,3495,834.0,2484,797,4.8145,<1H OCEAN,230700
17877,-122.02,37.4,33,2015,484.0,1285,419,4.0655,<1H OCEAN,226800
17878,-122.01,37.4,14,4841,1130.0,813,517,3.7614,<1H OCEAN,137500
17879,-122.0,37.4,17,5121,1017.0,1470,968,2.9706,<1H OCEAN,81300
17880,-122.0,37.4,17,4324,854.0,1656,885,3.6619,<1H OCEAN,232400
17881,-122.0,37.4,35,1542,298.0,1164,318,5.9145,<1H OCEAN,236900
17882,-122.01,37.4,24,1297,297.0,441,282,3.1439,<1H OCEAN,47500
17883,-122.0,37.39,33,2154,405.0,1655,434,5.7962,<1H OCEAN,229800
17884,-121.96,37.41,17,3208,617.0,2286,602,5.2937,<1H OCEAN,238000
17885,-121.97,37.4,17,2937,558.0,1662,533,5.8792,<1H OCEAN,255500
17886,-121.96,37.39,20,1032,229.0,658,238,4.5062,<1H OCEAN,219300
17887,-121.95,37.39,24,5230,934.0,3795,970,5.4228,<1H OCEAN,264100
17888,-121.95,37.38,22,765,198.0,390,176,3.1812,<1H OCEAN,87500
17889,-121.95,37.41,13,2164,412.0,1087,411,4.7625,<1H OCEAN,137500
17890,-121.94,37.42,16,3936,788.0,1910,769,4.7049,<1H OCEAN,112500
17891,-121.93,37.4,34,148,28.0,132,13,3.375,<1H OCEAN,67500
17892,-121.91,37.36,42,3224,708.0,1940,674,3.2153,<1H OCEAN,199700
17893,-121.92,37.36,42,198,32.0,158,32,3.1563,<1H OCEAN,137500
17894,-121.95,37.37,39,446,129.0,317,127,3.0357,<1H OCEAN,208300
17895,-121.95,37.36,27,3236,832.0,2230,798,3.5625,<1H OCEAN,208600
17896,-121.95,37.36,25,3472,956.0,2267,944,2.7727,<1H OCEAN,235600
17897,-121.93,37.35,36,1823,410.0,1589,387,3.1065,<1H OCEAN,234100
17898,-121.93,37.34,48,2068,495.0,946,452,3.0375,<1H OCEAN,218500
17899,-121.98,37.37,36,1651,344.0,1062,331,4.575,<1H OCEAN,215400
17900,-121.98,37.36,32,1199,229.0,814,238,4.6719,<1H OCEAN,252100
17901,-121.98,37.37,35,995,202.0,615,199,5.0942,<1H OCEAN,217500
17902,-121.99,37.37,27,1797,538.0,1610,531,4.2422,<1H OCEAN,237500
17903,-121.97,37.36,24,4841,894.0,2656,920,6.0573,<1H OCEAN,254500
17904,-121.97,37.36,34,884,153.0,534,154,6.0116,<1H OCEAN,271200
17905,-121.97,37.35,35,1880,370.0,926,321,4.2273,<1H OCEAN,269900
17906,-121.96,37.36,16,5040,1325.0,3150,1196,4.2837,<1H OCEAN,264500
17907,-121.96,37.36,33,2581,623.0,1598,628,3.5199,<1H OCEAN,261400
17908,-121.97,37.35,36,815,126.0,353,122,6.3191,<1H OCEAN,258300
17909,-121.97,37.36,36,765,134.0,306,136,4.575,<1H OCEAN,247600
17910,-121.98,37.36,34,1735,318.0,1019,301,4.5625,<1H OCEAN,242700
17911,-121.98,37.36,33,1582,272.0,809,267,5.7059,<1H OCEAN,287200
17912,-121.98,37.36,35,1293,223.0,701,216,7.8543,<1H OCEAN,281900
17913,-121.98,37.36,35,1440,267.0,743,259,5.0866,<1H OCEAN,254600
17914,-121.99,37.36,32,1754,324.0,917,330,4.6761,<1H OCEAN,298300
17915,-121.99,37.36,33,2321,480.0,1230,451,4.9091,<1H OCEAN,270300
17916,-121.99,37.36,33,2677,644.0,1469,633,3.2048,<1H OCEAN,261800
17917,-121.99,37.36,33,2545,467.0,1287,458,5.5,<1H OCEAN,282200
17918,-121.98,37.35,41,1150,249.0,729,260,3.5491,<1H OCEAN,261100
17919,-121.99,37.35,18,1712,509.0,972,467,4.3971,<1H OCEAN,238900
17920,-121.99,37.35,16,3249,947.0,1637,841,4.5427,<1H OCEAN,198400
17921,-121.99,37.35,25,1527,325.0,707,339,4.375,<1H OCEAN,212200
17922,-121.98,37.35,36,1054,193.0,546,187,4.5625,<1H OCEAN,240000
17923,-121.97,37.35,30,1955,,999,386,4.6328,<1H OCEAN,287100
17924,-121.98,37.34,33,3570,776.0,1922,761,4.9562,<1H OCEAN,238700
17925,-121.98,37.34,18,6649,1712.0,3604,1651,4.5368,<1H OCEAN,307400
17926,-121.99,37.34,26,3637,933.0,2249,905,3.9625,<1H OCEAN,262900
17927,-121.96,37.35,37,1755,325.0,699,321,3.925,<1H OCEAN,251300
17928,-121.97,37.34,33,3162,,1553,686,3.6682,<1H OCEAN,266100
17929,-121.97,37.35,35,1249,232.0,556,247,3.925,<1H OCEAN,287100
17930,-121.96,37.35,32,1484,274.0,673,272,5.2019,<1H OCEAN,279900
17931,-121.95,37.35,36,832,211.0,545,211,3.2813,<1H OCEAN,244400
17932,-121.94,37.35,52,906,227.0,1662,219,3.1667,<1H OCEAN,231600
17933,-121.94,37.35,18,1922,561.0,1096,545,2.3713,<1H OCEAN,244000
17934,-121.95,37.35,48,1246,294.0,697,284,3.6118,<1H OCEAN,235500
17935,-121.95,37.35,42,1421,330.0,659,303,3.3333,<1H OCEAN,237900
17936,-121.95,37.35,52,2382,523.0,1096,492,4.2656,<1H OCEAN,236100
17937,-121.94,37.34,42,2174,420.0,1304,464,3.1429,<1H OCEAN,286500
17938,-121.94,37.34,29,3377,853.0,1674,792,3.4233,<1H OCEAN,229300
17939,-121.94,37.34,41,2151,473.0,1092,469,3.7321,<1H OCEAN,250000
17940,-121.94,37.33,36,1893,359.0,797,360,3.6818,<1H OCEAN,257600
17941,-121.94,37.33,37,1822,329.0,845,348,4.75,<1H OCEAN,251100
17942,-121.94,37.34,36,3142,632.0,1372,560,5.0175,<1H OCEAN,246100
17943,-121.95,37.34,25,5236,1320.0,2529,1213,3.1702,<1H OCEAN,256100
17944,-121.95,37.33,31,1866,465.0,821,447,2.3547,<1H OCEAN,275900
17945,-121.95,37.33,36,1683,286.0,740,324,4.7604,<1H OCEAN,294700
17946,-121.96,37.33,26,3269,788.0,1427,696,4.2136,<1H OCEAN,288300
17947,-121.96,37.33,35,2294,411.0,1054,449,4.0667,<1H OCEAN,276900
17948,-121.96,37.34,42,2001,402.0,942,375,4.4453,<1H OCEAN,255400
17949,-121.96,37.34,36,844,153.0,373,160,5.791,<1H OCEAN,254100
17950,-121.96,37.34,18,4438,939.0,1901,895,5.3873,<1H OCEAN,288300
17951,-121.96,37.34,34,1461,299.0,739,276,3.4375,<1H OCEAN,252600
17952,-121.96,37.34,37,663,127.0,293,132,3.7813,<1H OCEAN,247800
17953,-121.98,37.33,30,2645,462.0,1506,480,6.3716,<1H OCEAN,330500
17954,-121.98,37.33,30,3742,633.0,1721,631,6.1388,<1H OCEAN,302400
17955,-121.99,37.34,27,3353,653.0,1571,621,5.273,<1H OCEAN,315600
17956,-121.97,37.33,21,8275,1566.0,3636,1524,5.1506,<1H OCEAN,302100
17957,-121.98,37.33,25,3223,612.0,1529,602,5.121,<1H OCEAN,287600
17958,-121.98,37.33,35,1907,326.0,912,313,5.9567,<1H OCEAN,294300
17959,-121.99,37.33,35,1802,291.0,841,315,4.8365,<1H OCEAN,313900
17960,-121.99,37.33,33,2023,425.0,1016,405,3.9417,<1H OCEAN,285800
17961,-121.98,37.31,28,3840,629.0,1883,662,6.4095,<1H OCEAN,335900
17962,-121.99,37.3,28,4863,901.0,2110,868,5.1483,<1H OCEAN,342000
17963,-122.0,37.3,28,5096,1011.0,2588,954,5.357,<1H OCEAN,355200
17964,-121.98,37.32,17,9789,2552.0,4748,2206,4.2531,<1H OCEAN,279800
17965,-121.99,37.32,20,4461,864.0,2042,808,4.7083,<1H OCEAN,217700
17966,-121.98,37.31,32,2248,460.0,1191,419,5.606,<1H OCEAN,288900
17967,-121.98,37.31,34,2034,359.0,1016,375,5.8127,<1H OCEAN,288300
17968,-121.99,37.31,26,3285,502.0,1443,530,5.7833,<1H OCEAN,339600
17969,-121.97,37.32,19,4620,1404.0,2672,1308,3.699,<1H OCEAN,237500
17970,-121.96,37.32,11,1711,493.0,1094,543,3.73,<1H OCEAN,227700
17971,-121.95,37.32,39,1164,199.0,619,231,4.6304,<1H OCEAN,263200
17972,-121.95,37.32,20,1145,198.0,431,173,3.1103,<1H OCEAN,281900
17973,-121.95,37.31,27,4140,,2135,893,3.6292,<1H OCEAN,264600
17974,-121.96,37.31,26,4310,678.0,1819,686,7.0469,<1H OCEAN,365500
17975,-121.96,37.31,31,3890,711.0,1898,717,5.2534,<1H OCEAN,290900
17976,-121.97,37.31,21,7628,2166.0,3637,1749,3.6401,<1H OCEAN,267500
17977,-121.97,37.31,25,5775,1225.0,3580,1138,3.9187,<1H OCEAN,314900
17978,-121.97,37.3,25,5463,1351.0,2758,1310,3.0079,<1H OCEAN,277300
17979,-121.95,37.32,33,726,168.0,351,147,3.1458,<1H OCEAN,270500
17980,-121.94,37.31,30,4238,1010.0,1914,972,3.7632,<1H OCEAN,307000
17981,-121.95,37.31,27,2462,570.0,1278,565,3.5652,<1H OCEAN,329500
17982,-121.94,37.3,30,1758,248.0,814,256,6.623,<1H OCEAN,332500
17983,-121.95,37.3,21,4193,1068.0,2487,1011,3.7188,<1H OCEAN,293000
17984,-121.94,37.3,25,1455,370.0,734,331,3.2727,<1H OCEAN,262500
17985,-121.95,37.3,25,5641,1517.0,3786,1410,3.3958,<1H OCEAN,267500
17986,-121.96,37.3,20,4228,1006.0,2334,1007,4.3081,<1H OCEAN,227300
17987,-121.94,37.29,22,2593,637.0,1249,623,3.75,<1H OCEAN,212500
17988,-121.94,37.29,20,710,188.0,363,176,4.0962,<1H OCEAN,214100
17989,-121.95,37.27,17,1330,271.0,408,258,1.7171,<1H OCEAN,181300
17990,-121.95,37.28,52,777,148.0,362,144,4.0208,<1H OCEAN,262500
17991,-121.95,37.29,9,1503,381.0,715,349,4.6371,<1H OCEAN,234300
17992,-121.95,37.29,30,3734,813.0,1834,824,3.4505,<1H OCEAN,260000
17993,-121.95,37.28,19,7027,1847.0,3759,1753,3.1509,<1H OCEAN,242900
17994,-121.98,37.3,30,3404,693.0,1794,633,4.6312,<1H OCEAN,283200
17995,-121.98,37.29,33,2120,349.0,907,336,7.5443,<1H OCEAN,283000
17996,-121.98,37.29,31,2750,664.0,1459,660,3.2287,<1H OCEAN,264900
17997,-121.96,37.28,33,1940,327.0,877,314,5.4386,<1H OCEAN,280400
17998,-121.97,37.28,25,4707,695.0,1995,642,6.6437,<1H OCEAN,296100
17999,-121.97,37.28,27,2427,403.0,1301,438,5.0385,<1H OCEAN,277300
18000,-121.98,37.28,26,1182,309.0,620,306,3.3922,<1H OCEAN,269100
18001,-121.98,37.28,28,3688,633.0,1877,620,5.7251,<1H OCEAN,272600
18002,-121.98,37.28,27,3526,589.0,1725,553,5.7812,<1H OCEAN,275000
18003,-121.99,37.27,27,2937,497.0,1454,511,5.4051,<1H OCEAN,273500
18004,-121.99,37.29,32,2930,481.0,1336,481,6.4631,<1H OCEAN,344100
18005,-121.96,37.3,23,4040,843.0,2181,843,4.0403,<1H OCEAN,303400
18006,-121.97,37.3,31,3340,735.0,1891,686,4.8542,<1H OCEAN,275000
18007,-121.96,37.29,24,1240,263.0,690,276,5.0,<1H OCEAN,283000
18008,-121.97,37.29,25,4096,743.0,2027,741,5.3294,<1H OCEAN,300300
18009,-121.97,37.29,29,2721,682.0,1602,646,3.337,<1H OCEAN,265300
18010,-121.99,37.27,17,1527,267.0,775,260,5.9658,<1H OCEAN,278000
18011,-121.98,37.27,25,3075,564.0,1633,543,5.2528,<1H OCEAN,269400
18012,-121.98,37.27,29,2658,484.0,1318,498,5.3561,<1H OCEAN,298900
18013,-121.96,37.28,28,5018,1066.0,2846,998,4.0174,<1H OCEAN,273900
18014,-121.96,37.27,22,6114,1211.0,2983,1163,5.2533,<1H OCEAN,269100
18015,-121.96,37.27,31,3347,589.0,1566,597,5.5151,<1H OCEAN,286800
18016,-121.97,37.26,19,2174,454.0,998,426,4.6827,<1H OCEAN,255100
18017,-121.96,37.26,22,1408,351.0,636,294,1.8542,<1H OCEAN,333300
18018,-121.95,37.25,30,3298,634.0,1532,602,5.0863,<1H OCEAN,332000
18019,-121.95,37.24,37,3109,541.0,1566,544,6.0235,<1H OCEAN,413500
18020,-121.95,37.24,32,1382,239.0,705,251,6.0957,<1H OCEAN,405400
18021,-121.96,37.24,26,3032,605.0,1208,562,5.4683,<1H OCEAN,430900
18022,-121.96,37.25,35,1018,169.0,484,174,6.1648,<1H OCEAN,371900
18023,-121.95,37.25,34,2906,544.0,1282,522,5.5127,<1H OCEAN,268200
18024,-121.93,37.25,36,1089,182.0,535,170,4.69,<1H OCEAN,252600
18025,-121.93,37.25,21,1354,289.0,639,273,4.5333,<1H OCEAN,234200
18026,-121.92,37.25,34,2231,360.0,1035,365,4.7917,<1H OCEAN,243200
18027,-121.93,37.25,32,1555,287.0,779,284,6.0358,<1H OCEAN,260100
18028,-121.94,37.24,35,1484,244.0,664,238,4.675,<1H OCEAN,245300
18029,-121.91,37.24,24,5046,1001.0,2449,968,4.7118,<1H OCEAN,274600
18030,-121.91,37.24,30,2327,419.0,1114,372,4.7279,<1H OCEAN,272000
18031,-121.92,37.24,26,6777,1051.0,3319,1061,6.3663,<1H OCEAN,279400
18032,-121.94,37.24,19,1741,294.0,632,279,5.5944,<1H OCEAN,290500
18033,-121.94,37.24,26,2561,388.0,1165,393,7.3522,<1H OCEAN,363800
18034,-121.93,37.24,26,2574,414.0,1096,428,6.0738,<1H OCEAN,335900
18035,-121.92,37.24,27,1265,216.0,660,232,5.3911,<1H OCEAN,281200
18036,-121.91,37.23,22,2614,453.0,1240,462,6.0712,<1H OCEAN,271800
18037,-121.91,37.23,27,4866,668.0,1956,659,7.3843,<1H OCEAN,405000
18038,-121.93,37.22,21,4872,594.0,1811,560,9.3834,<1H OCEAN,500001
18039,-121.96,37.23,36,4423,632.0,1719,608,7.8407,<1H OCEAN,476400
18040,-121.97,37.23,22,2781,523.0,1291,516,4.6065,<1H OCEAN,445900
18041,-121.98,37.22,46,10088,1910.0,3728,1781,5.2321,<1H OCEAN,500001
18042,-121.96,37.22,35,4709,723.0,1866,694,8.492,<1H OCEAN,500001
18043,-121.95,37.21,20,2345,322.0,890,276,10.0187,<1H OCEAN,500001
18044,-121.97,37.24,35,2553,533.0,1117,498,4.4063,<1H OCEAN,436100
18045,-121.98,37.23,33,3585,935.0,1511,835,3.1176,<1H OCEAN,396300
18046,-122.0,37.23,36,3191,430.0,1234,440,9.0704,<1H OCEAN,500001
18047,-121.96,37.25,19,1858,359.0,790,347,4.5156,<1H OCEAN,339300
18048,-121.97,37.25,32,2892,496.0,1193,492,6.131,<1H OCEAN,367800
18049,-121.98,37.26,27,2331,461.0,1178,447,4.6654,<1H OCEAN,340700
18050,-121.99,37.27,21,1214,192.0,500,185,7.598,<1H OCEAN,347800
18051,-121.99,37.26,17,4034,611.0,1158,560,8.2069,<1H OCEAN,442500
18052,-121.98,37.25,19,755,93.0,267,99,15.0,<1H OCEAN,500001
18053,-121.99,37.25,25,1743,212.0,604,200,10.7582,<1H OCEAN,500001
18054,-121.97,37.25,21,2775,389.0,856,350,7.9135,<1H OCEAN,496400
18055,-121.99,37.25,22,4240,532.0,1480,514,11.2463,<1H OCEAN,500001
18056,-121.98,37.24,35,3574,485.0,1325,476,8.5425,<1H OCEAN,500001
18057,-122.0,37.27,33,1664,271.0,759,272,5.7876,<1H OCEAN,415800
18058,-122.01,37.27,27,3340,451.0,1220,447,8.8178,<1H OCEAN,500001
18059,-122.02,37.26,24,2411,299.0,847,299,10.2666,<1H OCEAN,500001
18060,-122.02,37.26,34,1764,243.0,692,223,8.0331,<1H OCEAN,500001
18061,-122.01,37.25,31,1574,193.0,551,191,10.2311,<1H OCEAN,500001
18062,-121.99,37.26,29,2718,365.0,982,339,7.9234,<1H OCEAN,500001
18063,-122.01,37.26,14,2561,404.0,1172,378,7.6107,<1H OCEAN,500001
18064,-122.03,37.25,34,2892,413.0,903,365,7.8711,<1H OCEAN,500001
18065,-122.04,37.24,24,1521,209.0,539,192,11.1557,<1H OCEAN,500001
18066,-122.02,37.24,28,2796,365.0,1085,363,10.6834,<1H OCEAN,500001
18067,-122.03,37.29,22,3118,438.0,1147,425,10.3653,<1H OCEAN,500001
18068,-122.02,37.29,18,2550,312.0,999,320,8.7939,<1H OCEAN,500001
18069,-122.02,37.29,25,3845,492.0,1461,475,10.3979,<1H OCEAN,500001
18070,-122.01,37.29,31,3136,431.0,1190,412,7.5,<1H OCEAN,500001
18071,-122.01,37.28,22,2038,260.0,773,281,9.1569,<1H OCEAN,500001
18072,-122.0,37.28,35,3133,541.0,1449,555,5.7295,<1H OCEAN,346100
18073,-122.0,37.28,33,2170,311.0,854,303,8.3605,<1H OCEAN,500001
18074,-122.0,37.28,32,2782,495.0,1092,455,5.4103,<1H OCEAN,335900
18075,-122.03,37.27,32,4350,645.0,1551,609,7.8279,<1H OCEAN,500001
18076,-122.03,37.28,29,3752,468.0,1320,471,9.8937,<1H OCEAN,500001
18077,-122.02,37.28,25,3437,428.0,1198,411,9.3464,<1H OCEAN,500001
18078,-122.01,37.27,28,3825,473.0,1415,480,10.675,<1H OCEAN,500001
18079,-122.06,37.27,16,1612,221.0,567,208,10.5793,<1H OCEAN,500001
18080,-122.04,37.29,19,3625,432.0,1252,409,12.2145,<1H OCEAN,500001
18081,-122.03,37.27,25,4460,553.0,1608,561,10.7958,<1H OCEAN,500001
18082,-122.04,37.26,24,4973,709.0,1692,696,7.8627,<1H OCEAN,500001
18083,-122.06,37.33,29,1945,269.0,826,275,8.248,<1H OCEAN,498800
18084,-122.06,37.32,30,3033,540.0,1440,507,6.2182,<1H OCEAN,380800
18085,-122.05,37.31,25,4601,696.0,2003,666,8.0727,<1H OCEAN,455500
18086,-122.05,37.31,25,4111,538.0,1585,568,9.2298,<1H OCEAN,500001
18087,-122.06,37.3,11,5488,706.0,1947,641,10.7326,<1H OCEAN,500001
18088,-122.07,37.33,13,2173,349.0,891,345,8.0158,<1H OCEAN,420000
18089,-122.06,37.33,23,4507,751.0,2167,722,7.0102,<1H OCEAN,500001
18090,-122.07,37.31,24,4401,698.0,1818,685,7.2986,<1H OCEAN,500001
18091,-122.08,37.3,30,2268,404.0,1197,372,7.0813,<1H OCEAN,485300
18092,-122.08,37.31,17,2560,396.0,959,400,7.8528,<1H OCEAN,368900
18093,-122.04,37.34,20,4475,1048.0,2271,1021,4.8836,<1H OCEAN,396200
18094,-122.06,37.34,13,2057,466.0,790,436,5.0081,<1H OCEAN,288300
18095,-122.05,37.33,21,2052,346.0,933,351,5.3167,<1H OCEAN,416300
18096,-122.04,37.33,26,2690,401.0,1264,429,7.7643,<1H OCEAN,474700
18097,-122.05,37.33,17,3674,824.0,1364,694,6.3131,<1H OCEAN,436400
18098,-122.04,37.33,22,4011,963.0,2206,879,4.5721,<1H OCEAN,351200
18099,-122.04,37.32,27,2826,451.0,1259,439,5.7528,<1H OCEAN,431400
18100,-122.04,37.31,29,2476,434.0,1217,416,6.2045,<1H OCEAN,393800
18101,-122.04,37.31,24,3388,633.0,1627,585,5.154,<1H OCEAN,355100
18102,-122.04,37.3,26,1714,270.0,778,262,6.075,<1H OCEAN,417000
18103,-122.04,37.3,25,2366,417.0,1076,398,6.9238,<1H OCEAN,345900
18104,-122.03,37.31,25,2131,410.0,1132,395,5.3508,<1H OCEAN,409100
18105,-122.04,37.3,25,3807,600.0,1678,600,6.6818,<1H OCEAN,411300
18106,-122.01,37.3,25,4044,551.0,1699,533,8.0837,<1H OCEAN,380600
18107,-122.01,37.31,23,6846,1078.0,2951,1063,6.3702,<1H OCEAN,332000
18108,-122.0,37.31,28,3811,585.0,1795,581,7.8383,<1H OCEAN,372700
